Date,close,high,low,open,volume
30-April-2012,231.9000,233.8400,223.0500,223.9500,9756900
01-May-2012,230.0400,232.9700,228.4000,229.4000,6754900
02-May-2012,230.2500,231.4400,227.4000,227.8200,4593400
03-May-2012,229.4500,232.5300,228.0300,229.7400,4055500
04-May-2012,223.9900,229.7200,223.7400,227.8000,4585200
07-May-2012,225.1600,226.8700,222.2900,222.3600,3314300
08-May-2012,223.9000,225.3900,218.2000,223.1500,4522400
09-May-2012,222.9800,225.7800,220.1600,220.5900,3712000
10-May-2012,226.6900,229.0800,221.9500,223.9100,4648400
11-May-2012,227.6800,230.6800,225.7300,225.9500,4193600
14-May-2012,222.9300,227.2900,222.5100,225.6000,3096600
15-May-2012,224.3900,230.6100,223.0000,226.5000,5713700
16-May-2012,224.0600,228.0000,222.5000,225.0000,5261800
17-May-2012,218.3600,226.0000,218.0900,225.0500,4505500
18-May-2012,213.8500,219.6300,212.8100,219.4100,5231700
21-May-2012,218.1100,219.9800,212.8200,214.0300,3579800
22-May-2012,215.3300,218.8700,213.9600,218.3100,3733100
23-May-2012,217.2800,217.5500,211.1800,214.7100,4243800
24-May-2012,215.2400,217.6600,212.7000,216.9800,3141100
25-May-2012,212.8900,215.9800,212.2200,214.9900,2171400
29-May-2012,214.7500,216.5500,212.2900,214.3000,2693900
30-May-2012,209.2300,212.9800,207.7500,212.1400,4078200
31-May-2012,212.9100,213.7900,207.1100,209.4800,4944000
01-June-2012,208.2200,211.2300,207.3000,208.4400,3951500
04-June-2012,214.5700,215.3500,206.3700,207.4000,4299600
05-June-2012,213.2100,216.8600,211.1600,213.8500,3543900
06-June-2012,217.6400,218.4000,214.5200,214.6300,2710100
07-June-2012,218.8000,221.4900,218.1100,219.6500,3503900
08-June-2012,218.4800,219.4200,216.6600,218.6100,2877000
11-June-2012,216.5000,220.8700,215.2000,217.4900,3749100
12-June-2012,216.4200,218.0000,214.5200,217.6500,2833300
13-June-2012,214.7300,217.3800,213.5200,215.5200,2325200
14-June-2012,214.4500,216.5000,212.5600,215.2600,3060900
15-June-2012,218.3500,219.3300,214.4600,215.2900,3785200
18-June-2012,222.6600,223.7600,216.7300,217.2800,3369600
19-June-2012,224.0300,225.2000,221.6600,223.2600,2716600
20-June-2012,223.0200,224.7400,220.8400,224.5100,2444400
21-June-2012,220.5700,226.0300,220.5200,223.8400,2843000
22-June-2012,222.1600,222.5100,219.3500,221.8300,2187500
25-June-2012,220.0700,221.5900,218.0000,220.3000,2382300
26-June-2012,225.6100,226.3900,221.4500,221.4500,3754100
27-June-2012,225.6200,227.5000,223.3000,225.0100,2799200
28-June-2012,221.3100,224.6200,218.7500,223.9200,2994800
29-June-2012,228.3500,228.3500,223.7100,224.7000,3614400
02-July-2012,229.3200,229.3400,226.3400,229.3000,2330700
03-July-2012,229.5300,229.5300,227.5900,229.1400,1331700
05-July-2012,227.0600,230.5000,226.5300,228.6200,2682300
06-July-2012,225.0500,228.9000,224.1800,226.3500,3203200
09-July-2012,225.0500,226.0000,223.4500,225.0000,1922000
10-July-2012,219.5000,227.1400,218.2800,226.2500,2982100
11-July-2012,218.3700,221.7400,215.3400,218.9500,2734700
12-July-2012,215.3600,217.3000,212.6100,216.6100,2616200
13-July-2012,218.3900,219.3100,213.8800,215.6300,2221900
16-July-2012,216.0100,218.3100,214.4600,216.6000,2004200
17-July-2012,216.9300,217.9400,213.9600,217.4500,1987000
18-July-2012,217.4700,218.6700,215.7100,216.1500,2093000
19-July-2012,226.1700,227.5000,220.6900,220.7300,5449400
20-July-2012,228.2900,229.3900,225.2900,225.3600,4170000
23-July-2012,226.0100,226.5800,221.5400,224.7200,5515100
24-July-2012,223.0400,226.6100,221.2300,226.2700,5008700
25-July-2012,217.0500,222.5000,215.9100,222.0000,3646700
26-July-2012,220.0100,221.4500,214.9500,220.0000,6937400
27-July-2012,237.3200,238.3400,224.5000,225.2500,11313900
30-July-2012,236.0900,240.7400,234.0700,237.0000,3736400
31-July-2012,233.3000,236.3000,231.6100,235.1000,3453600
01-August-2012,232.0900,234.3800,230.7000,234.1400,2543800
02-August-2012,230.8100,234.3400,228.6600,230.5600,3048100
03-August-2012,234.9700,236.4900,233.0300,234.0300,2825300
06-August-2012,233.9900,235.7400,233.8100,235.5600,1843700
07-August-2012,236.5600,238.0000,233.2500,234.1300,2058300
08-August-2012,234.3800,236.4500,233.5900,235.2900,1534300
09-August-2012,234.0600,235.9900,233.5000,233.9300,1548100
10-August-2012,232.7500,234.8500,231.4300,233.0800,1852500
13-August-2012,232.4400,234.3700,231.0000,232.2300,1997300
14-August-2012,233.1900,236.7200,232.6200,234.7100,2751000
15-August-2012,237.4200,238.1400,232.2500,232.2600,3264700
16-August-2012,241.5500,242.8200,236.2000,237.7200,4312100
17-August-2012,241.1700,243.3500,240.4700,240.6000,3085800
20-August-2012,240.3500,241.6500,238.2000,241.3700,1889900
21-August-2012,239.4500,243.8500,238.5500,240.8800,2571500
22-August-2012,243.1000,244.9000,238.8000,239.4000,2473700
23-August-2012,241.2000,243.4800,239.0200,242.1400,2453900
24-August-2012,245.7400,246.8700,241.3600,241.6800,3698800
27-August-2012,243.9200,247.5000,243.1200,245.7900,2929700
28-August-2012,246.1100,246.7800,243.0000,243.9700,2742300
29-August-2012,247.1200,247.6100,244.5900,246.7800,1772600
30-August-2012,246.2200,250.0000,245.2500,246.9900,3647500
31-August-2012,248.2700,249.4500,245.5000,248.0700,3347500
04-September-2012,247.8800,251.0000,244.6600,248.2700,3950800
05-September-2012,246.2200,248.6100,245.3000,247.6100,2652600
06-September-2012,251.3800,252.7000,247.2000,248.2300,5361400
07-September-2012,259.1400,259.4200,253.5200,253.8500,5029500
10-September-2012,257.0900,260.0000,256.8200,259.0000,2567200
11-September-2012,255.6700,257.6000,254.2600,257.6000,2524800
12-September-2012,255.6300,257.7800,253.5000,256.5000,2273200
13-September-2012,260.2400,262.0000,253.8000,254.9400,3525600
14-September-2012,261.2700,264.1100,259.7700,261.4000,3666200
17-September-2012,258.0000,261.2500,257.0000,261.2500,2306300
18-September-2012,258.7500,260.5000,257.0000,258.4800,2215000
19-September-2012,261.6800,262.8400,258.5300,259.4500,2636800
20-September-2012,260.8100,260.8700,258.0000,260.0300,2913600
21-September-2012,257.4700,262.0000,256.7400,261.7400,6059300
24-September-2012,254.8000,255.6000,253.0000,255.2200,2707900
25-September-2012,252.4600,258.9500,251.0300,256.3300,4405800
26-September-2012,249.6700,254.6100,248.2300,252.4000,2920500
27-September-2012,256.5900,257.4000,250.5200,250.5400,3397400
28-September-2012,254.3200,257.0000,253.2000,256.1400,2456600
01-October-2012,252.0100,256.1600,250.4900,255.4000,2581200
02-October-2012,250.6000,253.1500,249.0300,252.8000,2195800
03-October-2012,255.9200,256.1000,249.5600,251.2100,2745600
04-October-2012,260.4700,261.5200,255.8700,256.0100,2700400
05-October-2012,258.5100,261.9000,257.4900,261.2000,2806500
08-October-2012,259.0600,259.8000,255.5600,257.6700,1762300
09-October-2012,250.9600,259.3500,250.7300,258.6700,3494800
10-October-2012,244.9900,252.4600,244.0100,252.0000,3948300
11-October-2012,244.2200,249.3000,241.8900,248.0000,3447300
12-October-2012,242.3600,245.4600,241.9100,243.1800,2203200
15-October-2012,244.1800,244.7800,238.5100,242.8500,2959800
16-October-2012,243.9400,245.7700,242.0800,244.8700,2204100
17-October-2012,247.4900,248.8000,243.3000,243.3700,3302700
18-October-2012,244.8500,250.9100,242.7000,247.7700,5305300
19-October-2012,240.0000,246.8200,238.9400,245.1600,4395300
22-October-2012,233.7800,238.9500,232.3200,238.8100,4500000
23-October-2012,234.3100,236.5000,230.0100,231.0500,4430800
24-October-2012,228.4900,235.9400,227.9500,235.8800,3678700
25-October-2012,222.9200,230.9200,222.9200,230.9200,6741300
26-October-2012,238.2400,238.7100,226.6900,228.6000,11367500
31-October-2012,232.8900,238.7000,230.5000,236.3200,4797600
01-November-2012,232.1400,234.5500,231.3400,234.2300,3905100
02-November-2012,232.4200,237.4000,232.1100,234.0100,3374700
05-November-2012,234.3300,234.8300,230.1100,232.0400,1846100
06-November-2012,237.5600,237.7500,234.4500,235.4100,2661300
07-November-2012,232.0600,235.6600,229.4200,235.6500,3624200
08-November-2012,227.3500,233.4500,227.1000,232.2200,2982400
09-November-2012,226.3100,230.9700,224.6000,226.2600,3092500
12-November-2012,226.4700,229.2200,225.4100,226.5900,2128800
13-November-2012,226.6000,227.9000,224.7100,225.1200,2629800
14-November-2012,222.9500,227.4100,222.5100,226.5000,3034100
15-November-2012,220.6000,225.1600,218.1800,222.3000,3404700
16-November-2012,225.2300,226.2500,218.6400,221.3100,4352800
19-November-2012,229.7100,232.5000,227.4500,228.3200,3591200
20-November-2012,233.7800,233.8200,229.5000,230.0000,2771700
21-November-2012,238.0300,238.6700,232.7500,233.8400,2959300
23-November-2012,239.8800,240.0000,236.4800,239.8900,1776800
26-November-2012,243.6200,244.3200,238.0000,240.3900,4178300
27-November-2012,243.4000,245.6700,241.5400,243.2200,3048500
28-November-2012,247.1100,247.2300,241.5000,242.4500,2743400
29-November-2012,251.2700,252.4800,247.5000,248.0500,5310500
30-November-2012,252.0500,252.6500,248.2700,250.3800,3797400
03-December-2012,250.3300,254.1600,250.0000,252.5400,2990600
04-December-2012,252.4900,253.0000,248.6600,249.9400,3114700
05-December-2012,253.9600,255.5500,250.3800,252.4400,2852200
06-December-2012,253.3700,255.1700,251.5100,253.0000,3557900
07-December-2012,253.2700,255.2100,252.0100,254.1400,2170300
10-December-2012,247.7700,254.7800,247.3000,253.1000,3503800
11-December-2012,250.6900,253.4800,246.6500,248.5000,4185200
12-December-2012,251.7600,254.3600,250.0600,251.0700,2628100
13-December-2012,251.2500,254.5400,250.0200,251.1100,2460200
14-December-2012,249.1900,251.9000,247.7900,250.1100,2526900
17-December-2012,253.8600,254.0000,249.2600,249.8100,2277000
18-December-2012,260.4000,263.1100,254.5700,254.5700,4961000
19-December-2012,257.9900,261.6700,257.6800,261.3000,2300000
20-December-2012,261.5000,262.4100,256.5400,258.3600,2584600
21-December-2012,256.9200,258.3800,255.7400,257.8200,4704600
24-December-2012,258.6200,259.5000,256.9600,257.3000,984400
26-December-2012,248.6300,257.4200,248.0400,257.1500,4152700
27-December-2012,248.3100,249.3500,242.8600,248.2800,3639300
28-December-2012,245.1800,247.4400,245.0500,245.8500,1858700
31-December-2012,250.8700,252.4100,242.7500,243.7500,3419000
02-January-2013,257.3100,258.1000,253.2600,256.0800,3271000
03-January-2013,258.4800,260.8800,256.3700,257.2700,2750900
04-January-2013,259.1500,259.8000,256.6500,257.5800,1874200
07-January-2013,268.4600,269.7300,262.6700,262.9700,4910000
08-January-2013,266.3800,268.9800,263.5700,267.0700,3010700
09-January-2013,266.3500,269.5000,265.4000,268.1700,2265600
10-January-2013,265.3400,268.7400,262.3000,268.5400,2863400
11-January-2013,267.9400,268.4300,264.1100,265.1000,2413300
14-January-2013,272.7300,274.2600,267.5400,268.0000,4275000
15-January-2013,271.9000,272.7300,269.3000,270.6800,2326900
16-January-2013,268.9300,271.2400,267.8300,270.5300,2065600
17-January-2013,270.4800,271.9700,269.2100,271.5000,1884600
18-January-2013,272.1200,274.5000,269.6000,270.8300,2942000
22-January-2013,270.1900,272.1000,269.2300,271.6200,2137700
23-January-2013,268.1100,271.0900,266.6500,270.5700,2508900
24-January-2013,273.4600,276.6500,269.3700,269.3700,3417000
25-January-2013,283.9900,284.7200,274.4000,275.0000,4968100
28-January-2013,276.0400,284.4800,274.4000,283.7800,4321400
29-January-2013,260.3500,275.4600,258.3500,275.3500,10172600
30-January-2013,272.7600,284.2000,267.1100,283.0000,13075400
31-January-2013,265.5000,275.9400,263.7000,271.0400,6772100
01-February-2013,265.0000,268.9300,262.8000,268.9300,6115000
04-February-2013,259.9800,264.6800,259.0700,262.7800,3723600
05-February-2013,266.8900,268.0300,261.4600,262.0000,4012900
06-February-2013,262.2200,266.8900,261.1100,265.1600,2770400
07-February-2013,260.2300,264.1000,255.1100,264.1000,3975700
08-February-2013,261.9500,265.2500,260.5500,261.4000,3879200
11-February-2013,257.2100,263.2500,256.6000,263.2000,3403700
12-February-2013,258.7000,260.1600,257.0000,259.1900,2943700
13-February-2013,269.4700,269.9600,260.3000,261.5300,5293000
14-February-2013,269.2400,270.6500,265.4000,267.3700,3463000
15-February-2013,265.0900,268.9200,263.1100,267.6300,3979900
19-February-2013,269.7500,270.1100,264.5000,265.9100,2854200
20-February-2013,266.4100,274.3000,266.3700,270.2000,3528900
21-February-2013,265.9400,269.4800,263.2500,265.1200,3637400
22-February-2013,265.4200,267.1100,261.6100,266.6200,3124800
25-February-2013,259.8700,268.6900,259.6500,266.9400,3032400
26-February-2013,259.3600,262.0400,255.7300,260.8900,3348600
27-February-2013,263.2500,265.8300,256.8600,259.4000,2908100
28-February-2013,264.2700,267.0000,260.6300,261.8100,2667200
01-March-2013,265.7400,266.6000,261.0400,263.2700,2957000
04-March-2013,273.1100,273.3000,264.1400,265.3600,3453000
05-March-2013,275.5900,276.6800,269.9900,274.0000,3686200
06-March-2013,273.7900,276.4900,271.8300,275.7600,2050700
07-March-2013,273.8800,274.8000,271.8500,274.1000,1939000
08-March-2013,274.1900,275.4400,271.5000,275.0000,1879800
11-March-2013,271.2400,273.9900,270.4000,273.4300,1904900
12-March-2013,274.1300,277.4000,270.3600,271.0000,3246200
13-March-2013,275.1000,276.5000,272.6400,275.2400,1884200
14-March-2013,265.7400,270.0000,263.5300,269.6700,5226700
15-March-2013,261.8200,267.2600,260.0500,264.9800,4865900
18-March-2013,257.8900,261.4900,257.1200,259.3000,2720200
19-March-2013,256.4100,259.5000,252.6200,258.4000,3738500
20-March-2013,257.2800,259.7600,254.5500,258.0500,2738900
21-March-2013,253.3900,257.0000,252.6800,256.1100,2806400
22-March-2013,257.7500,257.7700,252.0700,254.5500,3124600
25-March-2013,256.0200,259.4300,254.5000,258.5800,2513900
26-March-2013,260.3100,261.4800,256.2800,257.0500,2421000
27-March-2013,265.3000,265.9300,257.9000,258.7500,2874900
28-March-2013,266.4900,267.3800,264.0600,265.8200,2473700
01-April-2013,261.6100,267.4000,261.0100,266.9800,2524800
02-April-2013,263.3200,265.8900,260.5500,262.4000,2631100
03-April-2013,259.0300,263.6700,257.7500,262.1200,2413800
04-April-2013,259.0800,260.4100,256.1200,259.2300,1964400
05-April-2013,255.4800,256.1800,253.6700,255.7200,2557400
08-April-2013,258.9500,259.6800,255.6300,255.9200,2295600
09-April-2013,261.1400,262.6100,257.0000,258.8500,2156600
10-April-2013,264.7700,265.9800,259.3200,261.7800,2322500
11-April-2013,269.8500,270.9700,264.7400,264.7400,3090500
12-April-2013,272.8700,273.2700,267.0200,270.1200,2866300
15-April-2013,267.7200,275.1200,267.1000,271.0800,3326000
16-April-2013,272.3400,272.8000,268.0600,269.3100,2137200
17-April-2013,267.4000,270.8500,264.2500,270.8000,3135100
18-April-2013,259.4200,266.9900,256.6000,266.8100,3137600
19-April-2013,260.3200,262.8800,257.5000,258.1600,2602500
22-April-2013,263.5500,264.6000,258.0300,259.3500,2119100
23-April-2013,268.9000,269.8700,264.5000,264.5000,2270600
24-April-2013,268.7800,271.4700,266.8100,269.5000,1852800
25-April-2013,274.7000,275.8000,270.5000,271.5300,6116500
26-April-2013,254.8100,272.0200,252.8100,269.9700,14030000
29-April-2013,249.7400,257.0100,249.1500,254.9000,7117000
30-April-2013,253.8100,254.6800,248.5600,249.3700,4248800
01-May-2013,248.2300,254.2000,245.7500,253.9000,4391400
02-May-2013,252.5500,252.9300,245.7800,248.9400,3936200
03-May-2013,258.0500,259.2500,254.7000,256.1400,3514000
06-May-2013,255.7200,259.5000,253.4200,258.0900,2347800
07-May-2013,257.7300,259.7400,252.9100,256.3100,3133700
08-May-2013,258.6800,260.3000,255.3300,256.8700,2677000
09-May-2013,260.1600,263.5500,256.8800,258.7300,2769300
10-May-2013,263.6300,263.6500,260.2100,260.8800,3145300
13-May-2013,264.5100,265.8800,262.0000,262.7700,2149500
14-May-2013,268.3300,269.4000,264.0300,264.5000,2700000
15-May-2013,266.5600,269.0500,264.5600,267.0700,2720500
16-May-2013,264.1200,268.4300,263.8500,265.9600,1643500
17-May-2013,269.9000,269.9800,265.0000,265.8300,2527300
20-May-2013,267.6300,271.7900,266.5000,269.0000,2209000
21-May-2013,268.8600,270.7700,267.6600,268.7400,1741200
22-May-2013,262.9600,267.5900,260.8000,267.3900,3332000
23-May-2013,261.8000,263.1700,259.5900,260.4900,2000300
24-May-2013,261.7400,261.9300,258.3400,259.8500,1696300
28-May-2013,267.2900,271.1000,266.0000,266.4800,3471000
29-May-2013,265.5300,268.2500,264.8400,265.4600,1903400
30-May-2013,266.8300,268.5700,265.6100,265.7100,1667500
31-May-2013,269.2000,271.9100,265.9400,266.0000,3374300
03-June-2013,266.8800,269.1100,262.9500,268.9600,2543900
04-June-2013,265.7000,268.8800,263.0200,267.0000,2088600
05-June-2013,267.1700,271.6600,265.0200,265.8100,3512300
06-June-2013,267.8300,270.5000,264.2100,267.7500,2476300
07-June-2013,276.8700,280.1000,269.1300,269.7400,4632600
10-June-2013,281.0700,282.4700,275.2400,276.6800,3086500
11-June-2013,274.7800,278.4100,274.2400,276.0000,3097800
12-June-2013,271.6700,276.8000,270.4500,276.6000,2238900
13-June-2013,275.7900,276.8000,270.2900,271.5000,2649800
14-June-2013,273.9900,277.0700,273.4400,275.0000,2150800
17-June-2013,278.0600,280.2000,275.6500,276.3500,2884000
18-June-2013,281.7600,282.9100,278.1100,279.0800,2146100
19-June-2013,278.1600,283.3400,277.8700,281.2600,2827500
20-June-2013,273.4400,278.6000,272.3900,275.1400,2984000
21-June-2013,273.3600,275.8400,269.7900,274.5700,4201000
24-June-2013,270.6100,273.1600,265.0000,271.2900,3863800
25-June-2013,272.0900,273.4700,269.0000,272.3000,2449600
26-June-2013,277.5700,277.9800,273.5000,273.9800,3029500
27-June-2013,277.5500,280.2000,274.5400,279.1800,2519500
28-June-2013,277.6900,279.8300,276.1900,276.1900,3193300
01-July-2013,282.1000,283.2900,277.1600,279.0000,2888200
02-July-2013,283.7300,286.5800,280.5900,281.0400,3238200
03-July-2013,284.0300,285.4000,282.0000,282.0000,1373000
05-July-2013,285.8800,286.3800,282.0700,285.0000,1985400
08-July-2013,290.5900,291.6700,286.1400,286.4200,3046700
09-July-2013,291.5300,292.5700,288.0100,291.0000,2775600
10-July-2013,292.3300,293.3400,289.4000,291.4100,1810200
11-July-2013,299.6600,300.6900,292.1000,294.9900,4007300
12-July-2013,307.5500,307.5500,298.5000,298.6900,4539300
15-July-2013,306.5700,307.9900,304.3500,307.2700,2245600
16-July-2013,306.8700,309.3900,305.5100,307.3000,2660200
17-July-2013,308.6900,308.8000,305.6900,306.9700,2029700
18-July-2013,304.1100,306.3400,301.8700,306.2700,3063800
19-July-2013,305.2300,305.7900,301.9100,304.3900,2973100
22-July-2013,303.4800,309.2500,302.0000,309.2500,2520700
23-July-2013,301.0600,305.0600,300.5600,303.1600,1999600
24-July-2013,298.9400,303.8400,298.0400,303.0200,2000500
25-July-2013,303.4000,304.5000,296.7500,299.0000,5405800
26-July-2013,312.0100,313.6200,295.5500,299.5500,8817500
29-July-2013,306.1000,313.0000,305.9000,311.0700,3211800
30-July-2013,302.4100,309.7800,301.5700,307.7200,3053400
31-July-2013,301.2200,305.1500,301.0000,303.9100,1891300
01-August-2013,305.5700,306.2100,298.9000,303.0800,2971700
02-August-2013,304.2100,305.3300,301.5000,304.6300,2502600
05-August-2013,300.9900,303.6200,298.3000,303.4000,2233200
06-August-2013,300.7500,301.3600,297.5200,300.5100,1849000
07-August-2013,296.9100,300.9900,296.1500,300.1500,1961000
08-August-2013,295.7400,298.5200,292.5500,298.5200,2343400
09-August-2013,297.2600,299.2700,294.3000,295.6800,1950300
12-August-2013,296.6900,299.0800,295.2600,295.7900,1504500
13-August-2013,293.9700,296.3700,290.6700,295.8800,2349900
14-August-2013,291.3400,294.2900,290.5400,294.2900,1415000
15-August-2013,286.4700,289.3000,285.1500,288.7900,2261400
16-August-2013,284.8200,288.3300,284.5000,286.5500,2422500
19-August-2013,285.5700,289.5600,283.4800,285.1900,2477400
20-August-2013,287.0900,289.5100,285.7400,285.8800,1586300
21-August-2013,284.5700,288.5000,283.8300,285.0900,1815300
22-August-2013,289.7300,289.8700,284.8000,284.8000,1422600
23-August-2013,290.0100,291.5000,287.9000,291.2100,1961900
26-August-2013,286.2100,291.0500,285.6200,290.4300,1711700
27-August-2013,280.9300,285.2800,279.7400,283.8700,2476000
28-August-2013,281.5800,283.0000,279.3300,280.3600,1457100
29-August-2013,283.9800,285.9800,280.0000,281.4500,1566400
30-August-2013,280.9800,284.8700,280.0000,284.5900,1534700
03-September-2013,288.8000,291.3900,284.1700,284.7300,2897600
04-September-2013,293.6400,295.2300,287.5800,288.3300,2438600
05-September-2013,294.1000,297.0000,292.7100,293.6300,1816600
06-September-2013,295.8600,298.8800,290.8000,295.3300,2292000
09-September-2013,299.7100,299.9600,296.6000,297.2200,1643600
10-September-2013,300.3600,301.0000,297.2200,300.5500,1778400
11-September-2013,299.6400,301.8600,297.8400,298.9100,1742600
12-September-2013,298.8600,302.0000,297.6600,299.3900,1606200
13-September-2013,297.9200,300.2200,296.2000,300.1400,1350600
16-September-2013,296.0600,301.0000,295.2600,299.8200,1808400
17-September-2013,304.1700,304.6500,296.0100,297.6300,2296500
18-September-2013,312.0300,312.7400,302.9100,304.0600,2946400
19-September-2013,312.0600,314.5400,311.0400,313.7700,2350900
20-September-2013,316.3400,320.5700,312.4100,312.5400,5302300
23-September-2013,311.4900,315.9000,308.7700,314.0100,1884900
24-September-2013,314.1300,318.0800,311.2800,312.4300,2033600
25-September-2013,312.6500,316.7100,310.7500,314.5300,2008600
26-September-2013,318.1200,319.3700,313.2600,313.9000,1989900
27-September-2013,316.0100,317.2100,313.3500,316.9200,1657500
30-September-2013,312.6400,315.3100,311.0600,313.4100,1623600
01-October-2013,320.9500,321.0000,313.6500,314.2200,2396400
02-October-2013,320.5100,321.7300,317.5200,318.0400,2217400
03-October-2013,314.7600,322.9200,313.0200,320.3900,2674800
04-October-2013,319.0400,319.2000,312.6200,315.1300,1815000
07-October-2013,310.0300,315.3400,309.7400,315.2400,2083200
08-October-2013,303.2300,311.5500,300.2700,311.5000,3166200
09-October-2013,298.2300,303.5000,296.5000,303.4200,3247400
10-October-2013,305.1700,306.7000,302.5900,304.6300,2555100
11-October-2013,310.8900,310.9300,303.8400,304.7700,2163100
14-October-2013,310.7000,311.6500,307.0000,309.2200,1939100
15-October-2013,306.4000,310.7900,305.2600,309.8700,2261100
16-October-2013,310.4900,310.8000,305.5500,308.3800,2170700
17-October-2013,310.7700,311.0000,305.2400,307.0700,2648400
18-October-2013,328.9300,331.8900,316.7500,319.3600,5969800
21-October-2013,326.4400,330.0000,323.8000,329.8900,2522300
22-October-2013,332.5400,337.1100,325.6800,327.7200,3935500
23-October-2013,326.7600,331.7200,324.0600,330.8400,2818200
24-October-2013,332.2100,332.6500,326.7500,329.6300,5884700
25-October-2013,363.3900,368.4000,352.6200,358.6000,12036800
28-October-2013,358.1600,362.7500,357.2000,359.9200,3635800
29-October-2013,362.7000,362.8900,356.2900,358.9600,2185400
